HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2460437.83123,2024-05-07.3273030,bq,1.48,17.159,15.849,0.065,1.662,0.099,g
2460438.89133,2024-05-08.3873343,bq,1.52,17.136,15.755,0.061,1.812,0.102,g
2460438.89253,2024-05-08.3885508,bq,1.52,17.176,15.791,0.061,1.751,0.098,g
2460438.89375,2024-05-08.3897670,bq,1.50,17.171,15.865,0.066,1.636,0.098,g
2460439.87780,2024-05-09.3737475,bi,1.37,16.132,15.613,0.136,2.065,0.256,g
2460439.87902,2024-05-09.3749753,bi,1.39,16.272,15.530,0.111,2.229,0.225,g
2460439.88025,2024-05-09.3762090,bi,1.41,16.595,15.629,0.090,2.034,0.167,g
2460440.88494,2024-05-10.3808331,bq,1.46,16.976,15.769,0.072,1.787,0.118,g
2460440.88617,2024-05-10.3820663,bq,1.43,17.047,15.716,0.064,1.876,0.110,g
2460440.88739,2024-05-10.3832922,bq,1.47,17.227,15.713,0.054,1.882,0.094,g
2460442.83099,2024-05-12.3267811,bi,1.48,16.669,15.496,0.074,2.299,0.156,g
2460442.83099,2024-05-12.3267807,bj,1.58,16.762,15.623,0.077,2.045,0.143,g
2460442.83221,2024-05-12.3280008,bi,1.45,16.822,15.511,0.065,2.267,0.136,g
2460442.83344,2024-05-12.3292263,bi,1.43,16.742,15.460,0.067,2.376,0.146,g
2460442.83344,2024-05-12.3292263,bj,1.58,16.710,15.643,0.082,2.009,0.150,g
2460443.83651,2024-05-13.3322501,bE,2.04,16.749,15.590,0.075,2.109,0.145,g
2460443.83901,2024-05-13.3347458,bE,2.05,16.905,15.491,0.060,2.310,0.126,g
2460444.66829,2024-05-14.1639908,bE,1.77,99.990,99.990,99.990,99.990,99.990,g
2460444.66955,2024-05-14.1652347,bE,1.55,99.990,99.990,99.990,99.990,99.990,g
2460444.67079,2024-05-14.1664743,bE,1.68,99.990,99.990,99.990,99.990,99.990,g
2460444.77932,2024-05-14.2750063,bE,1.91,99.990,99.990,99.990,99.990,99.990,g
2460444.78057,2024-05-14.2762488,bE,2.31,99.990,99.990,99.990,99.990,99.990,g
2460444.78182,2024-05-14.2774991,bE,1.73,99.990,99.990,99.990,99.990,99.990,g
2460444.88316,2024-05-14.3788413,bq,1.39,17.017,15.390,0.049,2.537,0.113,g
2460444.88439,2024-05-14.3800689,bq,1.39,17.063,15.428,0.048,2.449,0.109,g
2460444.88561,2024-05-14.3812887,bq,1.39,17.016,15.363,0.048,2.600,0.114,g
2460446.80149,2024-05-16.2970712,bE,1.55,16.741,15.318,0.059,2.708,0.146,g
2460446.80274,2024-05-16.2983244,bE,1.58,16.872,15.221,0.048,2.961,0.130,g
2460446.80399,2024-05-16.2995754,bE,1.53,16.412,15.375,0.084,2.572,0.198,g
2460448.42684,2024-05-17.9223479,bm,1.47,16.053,15.191,0.099,3.047,0.276,g
2460448.42808,2024-05-17.9235842,bm,1.51,16.138,15.194,0.092,3.037,0.255,g
2460448.42931,2024-05-17.9248153,bm,1.48,16.348,15.227,0.078,2.945,0.210,g
2460449.45136,2024-05-18.9468092,bm,1.49,16.312,15.158,0.076,3.139,0.217,g
2460449.45279,2024-05-18.9482385,bm,1.48,16.299,15.230,0.082,2.938,0.220,g
2460449.45411,2024-05-18.9495565,bm,1.56,16.363,15.018,0.063,3.572,0.207,g
2460450.73903,2024-05-20.2344194,bq,1.51,16.127,15.183,0.092,3.068,0.257,g
2460450.74026,2024-05-20.2356503,bq,1.42,16.135,15.176,0.091,3.088,0.256,g
2460450.74148,2024-05-20.2368804,bq,1.57,16.234,15.149,0.081,3.166,0.233,g
2460454.65324,2024-05-24.1484700,bi,1.61,15.572,15.209,0.157,2.995,0.429,g
2460454.65447,2024-05-24.1496998,bi,1.59,15.600,15.207,0.153,2.998,0.418,g
2460454.65570,2024-05-24.1509299,bi,1.53,15.563,15.141,0.149,3.187,0.433,g
2460456.71901,2024-05-26.2141631,bi,1.52,16.015,14.989,0.085,3.666,0.286,g
2460456.72025,2024-05-26.2154017,bi,1.44,15.998,14.803,0.073,4.355,0.290,g
2460456.72148,2024-05-26.2166410,bi,1.46,15.877,14.808,0.082,4.332,0.324,g
2460457.72893,2024-05-27.2240418,bi,1.50,16.181,14.848,0.064,4.176,0.245,g
2460457.73016,2024-05-27.2252731,bi,1.55,16.131,14.788,0.064,4.412,0.256,g
2460457.73138,2024-05-27.2265049,bi,1.52,16.155,14.822,0.064,4.281,0.251,g
2460458.83894,2024-05-28.3340149,bq,1.54,14.607,14.591,0.218,5.291,1.054,g
2460458.84017,2024-05-28.3352442,bq,1.43,14.828,>14.828,99.990,3.526,0.855,g
2460458.84140,2024-05-28.3364718,bq,1.56,15.641,14.907,0.112,3.958,0.405,g
2460461.95572,2024-05-31.4506947,bA,2.05,17.013,14.676,0.025,4.890,0.115,g
2460461.95697,2024-05-31.4519461,bA,2.04,17.046,14.695,0.025,4.811,0.111,g
2460461.95822,2024-05-31.4531906,bA,2.05,17.011,14.715,0.026,4.718,0.115,g
2460462.61850,2024-06-01.1134604,bi,1.71,16.538,14.792,0.044,4.397,0.177,g
2460462.61973,2024-06-01.1146859,bi,1.73,16.638,14.721,0.037,4.696,0.161,g
2460462.62095,2024-06-01.1159112,bi,1.79,16.561,14.715,0.040,4.721,0.173,g
2460463.01908,2024-06-01.5140208,bA,2.10,16.953,14.678,0.027,4.883,0.121,g
2460463.02032,2024-06-01.5152583,bA,2.09,16.938,14.644,0.026,5.036,0.123,g
2460463.02156,2024-06-01.5164990,bA,2.09,16.997,14.714,0.027,4.725,0.116,g
2460463.64906,2024-06-02.1439939,bE,1.48,16.408,14.642,0.043,5.048,0.199,g
2460463.65030,2024-06-02.1452375,bE,1.49,15.525,14.773,0.111,4.478,0.454,g
2460463.65154,2024-06-02.1464737,bE,1.42,16.431,14.668,0.043,4.931,0.195,g
2460464.00075,2024-06-02.4956620,bA,2.02,16.951,14.626,0.026,5.122,0.121,g
2460464.00199,2024-06-02.4969076,bA,2.03,17.009,14.660,0.025,4.967,0.115,g
2460464.00323,2024-06-02.4981462,bA,2.01,17.007,14.642,0.025,5.051,0.115,g
2460464.68308,2024-06-03.1779843,bE,1.40,16.863,14.642,0.028,5.051,0.132,g
2460464.68432,2024-06-03.1792267,bE,1.52,16.867,14.648,0.028,5.025,0.131,g
2460464.68556,2024-06-03.1804594,bE,1.48,16.849,14.624,0.028,5.136,0.134,g
2460465.02272,2024-06-03.5176122,bA,2.07,16.925,14.653,0.027,4.996,0.124,g
2460465.02396,2024-06-03.5188459,bA,2.05,16.965,14.627,0.025,5.120,0.120,g
2460465.02520,2024-06-03.5200936,bA,2.06,17.002,14.593,0.024,5.280,0.116,g
2460465.94843,2024-06-04.4433031,bA,2.43,16.667,14.613,0.033,5.184,0.157,g
2460465.94968,2024-06-04.4445452,bA,2.42,16.667,14.595,0.032,5.275,0.157,g
2460465.95092,2024-06-04.4457944,bA,2.27,16.825,14.546,0.027,5.518,0.136,g
2460466.91940,2024-06-05.4142438,bA,2.05,16.913,14.580,0.025,5.349,0.126,g
2460466.92065,2024-06-05.4154905,bA,2.03,17.036,14.587,0.023,5.313,0.112,g
2460466.92188,2024-06-05.4167277,bA,2.06,16.910,14.573,0.025,5.382,0.126,g
2460468.03329,2024-06-06.5281262,bA,2.00,17.020,14.569,0.023,5.400,0.114,g
2460468.03456,2024-06-06.5293879,bA,2.00,16.956,14.602,0.025,5.239,0.121,g
2460468.03580,2024-06-06.530625,bA,2.00,16.915,14.555,0.025,5.467,0.125,g
2460468.67123,2024-06-07.1660439,bE,1.41,16.957,14.516,0.023,5.671,0.121,g
2460468.67247,2024-06-07.1672868,bE,1.43,16.988,14.567,0.023,5.413,0.118,g
2460468.67372,2024-06-07.1685354,bE,1.46,16.967,14.537,0.023,5.564,0.120,g
2460469.01739,2024-06-07.5121946,bA,2.00,16.953,14.546,0.024,5.517,0.121,g
2460469.01865,2024-06-07.5134541,bA,2.01,16.953,14.536,0.024,5.567,0.121,g
2460469.01993,2024-06-07.5147324,bA,2.01,16.936,14.556,0.024,5.466,0.124,g
2460470.01731,2024-06-08.5120957,bA,2.07,16.931,14.569,0.025,5.401,0.124,g
2460470.01857,2024-06-08.5133587,bA,2.06,16.960,14.566,0.024,5.417,0.120,g
2460470.01983,2024-06-08.5146123,bA,2.07,17.038,14.569,0.022,5.402,0.112,g
2460470.91169,2024-06-09.4064736,bA,2.18,16.877,14.591,0.027,5.293,0.130,g
2460470.91296,2024-06-09.4077284,bA,2.15,16.888,14.554,0.025,5.476,0.128,g
2460470.91419,2024-06-09.4089620,bA,2.17,16.951,14.543,0.024,5.530,0.121,g
2460471.35659,2024-06-09.8513541,bm,1.49,16.622,14.508,0.031,5.712,0.164,g
2460471.35783,2024-06-09.8525912,bm,1.52,16.711,14.502,0.029,5.744,0.151,g
2460471.35906,2024-06-09.8538179,bm,1.55,16.640,14.517,0.031,5.662,0.161,g
2460472.45452,2024-06-10.9492651,bm,1.96,16.383,14.467,0.037,5.931,0.204,g
2460472.45583,2024-06-10.9505787,bm,1.64,16.181,14.565,0.049,5.423,0.245,g
2460472.45708,2024-06-10.9518277,bm,1.61,15.995,14.443,0.052,6.062,0.291,g
2460473.01124,2024-06-11.5059753,bA,2.40,16.940,14.559,0.024,5.448,0.123,g
2460473.01250,2024-06-11.5072370,bA,2.37,16.942,14.564,0.024,5.427,0.122,g
2460473.01374,2024-06-11.5084774,bA,2.38,17.020,14.512,0.022,5.693,0.114,g
2460473.66932,2024-06-12.1640592,bE,1.51,16.910,14.524,0.024,5.629,0.126,g
2460473.67057,2024-06-12.1653059,bE,1.51,16.937,14.544,0.024,5.528,0.123,g
2460473.67181,2024-06-12.1665482,bE,1.47,16.898,14.508,0.024,5.714,0.127,g
2460473.82506,2024-06-12.3197812,bA,2.05,16.771,14.495,0.027,5.781,0.143,g
2460473.82631,2024-06-12.3210339,bA,2.06,16.800,14.512,0.027,5.689,0.139,g
2460473.82754,2024-06-12.3222709,bA,2.03,16.791,14.550,0.028,5.498,0.140,g
2460474.37464,2024-06-12.8693668,bm,2.13,16.520,14.502,0.034,5.748,0.180,g
2460474.37586,2024-06-12.8705896,bm,2.14,16.543,14.494,0.033,5.785,0.176,g
2460474.37709,2024-06-12.8718150,bm,2.12,16.507,14.585,0.037,5.323,0.182,g
2460474.81012,2024-06-13.3048312,bA,2.09,16.758,14.501,0.027,5.749,0.145,g
2460474.81135,2024-06-13.3060694,bA,2.08,16.776,14.558,0.028,5.453,0.142,g
2460474.81258,2024-06-13.3072994,bA,2.09,16.695,14.551,0.030,5.490,0.153,g
2460475.34089,2024-06-13.8356107,bm,1.51,16.412,14.503,0.038,5.740,0.199,g
2460475.34212,2024-06-13.8368340,bm,1.50,16.418,14.517,0.038,5.664,0.197,g
2460475.34337,2024-06-13.8380873,bm,1.48,16.447,14.632,0.041,5.095,0.192,g
2460475.80658,2024-06-14.3012987,bA,2.05,16.586,14.532,0.033,5.587,0.169,g
2460475.80783,2024-06-14.3025440,bA,2.03,16.571,14.477,0.032,5.882,0.172,g
2460475.80909,2024-06-14.3037974,bA,2.04,16.471,14.545,0.037,5.525,0.188,g
2460476.34728,2024-06-14.8419883,bm,1.50,16.276,14.480,0.042,5.864,0.225,g
2460476.34852,2024-06-14.8432302,bm,1.50,16.355,14.501,0.040,5.750,0.209,g
2460476.34985,2024-06-14.8445576,bm,1.50,16.242,14.530,0.045,5.599,0.232,g
2460476.80319,2024-06-15.2978942,bA,2.12,16.577,14.550,0.034,5.495,0.171,g
2460476.80444,2024-06-15.2991488,bA,2.10,16.542,14.491,0.033,5.803,0.176,g
2460476.80569,2024-06-15.3003952,bA,2.11,16.558,14.486,0.032,5.833,0.174,g
2460477.35223,2024-06-15.8469280,bm,1.53,15.874,14.655,0.071,4.989,0.326,g
2460477.35345,2024-06-15.8481416,bm,1.46,15.958,14.525,0.058,5.623,0.302,g
2460477.35468,2024-06-15.8493759,bm,1.49,16.334,14.584,0.044,5.327,0.213,g
2460477.81077,2024-06-16.3054629,bA,2.05,16.508,14.477,0.034,5.875,0.182,g
2460477.81201,2024-06-16.3066997,bA,2.10,16.332,14.542,0.042,5.534,0.214,g
2460477.81325,2024-06-16.3079460,bA,2.02,16.541,14.512,0.034,5.695,0.177,g
2460478.49688,2024-06-16.9915633,bm,1.47,16.315,14.555,0.043,5.472,0.217,g
2460478.49810,2024-06-16.9927888,bm,1.57,16.232,14.502,0.044,5.745,0.234,g
2460478.49934,2024-06-16.9940283,bm,1.57,16.293,14.566,0.045,5.418,0.221,g
2460478.81514,2024-06-17.3098222,bA,2.17,16.331,14.562,0.043,5.436,0.214,g
2460478.81639,2024-06-17.3110731,bA,2.18,16.348,14.592,0.044,5.285,0.211,g
2460478.81763,2024-06-17.3123172,bA,2.17,16.273,14.496,0.043,5.775,0.226,g
2460479.85106,2024-06-18.3457384,bA,2.27,14.920,14.582,0.161,5.339,0.783,g
2460479.85353,2024-06-18.3482092,bA,2.41,15.601,14.623,0.089,5.137,0.419,g
2460480.84178,2024-06-19.3364652,bA,2.07,16.150,14.492,0.048,5.798,0.253,g
2460480.84302,2024-06-19.3377116,bA,2.12,16.108,14.533,0.051,5.583,0.262,g
2460480.84428,2024-06-19.3389578,bA,2.10,16.127,14.505,0.049,5.728,0.258,g
2460481.88603,2024-06-20.3807111,bA,2.15,16.017,14.451,0.052,6.019,0.285,g
2460481.88727,2024-06-20.3819519,bA,2.28,15.933,14.564,0.062,5.424,0.308,g
2460484.90668,2024-06-23.4013671,bA,2.15,15.957,14.447,0.055,6.043,0.302,g
2460484.90793,2024-06-23.4026162,bA,2.11,15.908,14.545,0.062,5.521,0.316,g
2460484.90918,2024-06-23.4038660,bA,2.18,15.987,14.595,0.061,5.276,0.293,g
2460485.47238,2024-06-23.9670817,bm,2.02,15.237,14.553,0.117,5.477,0.585,g
2460485.47365,2024-06-23.9683364,bm,1.95,15.184,14.830,0.158,4.246,0.614,g
2460485.47489,2024-06-23.9695775,bm,1.99,15.303,14.597,0.115,5.264,0.550,g
2460485.91173,2024-06-24.4064288,bA,2.20,16.125,14.473,0.048,5.902,0.259,g
2460485.91424,2024-06-24.4089391,bA,2.22,16.027,14.523,0.055,5.637,0.283,g
2460486.42518,2024-06-24.9198799,bm,1.96,15.883,14.405,0.056,6.279,0.323,g
2460486.42641,2024-06-24.9211067,bm,1.96,15.953,14.538,0.059,5.560,0.303,g
2460486.42763,2024-06-24.9223241,bm,1.96,15.873,14.463,0.060,5.953,0.326,g
2460486.98697,2024-06-25.4816775,bA,2.25,16.256,14.505,0.044,5.730,0.229,g
2460486.98822,2024-06-25.4829204,bA,2.27,16.235,14.603,0.049,5.236,0.233,g
2460486.98947,2024-06-25.4841680,bA,2.26,16.309,14.601,0.045,5.241,0.218,g
2460487.45162,2024-06-25.9463189,bm,1.66,16.192,14.482,0.045,5.851,0.243,g
2460487.45284,2024-06-25.9475555,bm,1.58,16.136,14.601,0.053,5.244,0.255,g
2460487.45411,2024-06-25.9488138,bm,1.54,16.143,14.626,0.054,5.125,0.254,g
2460487.99436,2024-06-26.4890667,bA,2.02,16.498,14.521,0.035,5.648,0.184,g
2460487.99560,2024-06-26.4903099,bA,2.04,16.428,14.546,0.039,5.514,0.196,g
2460487.99685,2024-06-26.4915611,bA,2.05,16.417,14.574,0.040,5.376,0.198,g
2460488.50054,2024-06-26.9952608,bm,1.56,16.303,14.595,0.045,5.273,0.219,g
2460488.50175,2024-06-26.9964737,bm,1.59,16.265,14.561,0.046,5.441,0.227,g
2460488.50299,2024-06-26.9977085,bm,1.60,16.381,14.535,0.040,5.573,0.204,g
2460489.01110,2024-06-27.5058247,bA,2.10,16.505,14.570,0.037,5.392,0.182,g
2460489.01234,2024-06-27.5070666,bA,2.07,16.533,14.572,0.036,5.384,0.178,g
2460489.01359,2024-06-27.5083120,bA,2.08,16.545,14.555,0.035,5.472,0.176,g
2460489.47678,2024-06-27.9714989,bm,2.06,16.288,14.584,0.046,5.327,0.222,g
2460489.47800,2024-06-27.9727348,bm,2.07,16.196,14.554,0.048,5.471,0.242,g
2460489.47923,2024-06-27.9739648,bm,2.06,16.147,14.567,0.051,5.408,0.253,g
2460489.58624,2024-06-28.0809711,bi,1.50,99.990,99.990,99.990,99.990,99.990,g
2460489.58747,2024-06-28.0822012,bi,1.54,99.990,99.990,99.990,99.990,99.990,g
2460489.58868,2024-06-28.0834179,bi,1.44,99.990,99.990,99.990,99.990,99.990,g
2460490.62528,2024-06-29.1200312,bE,1.48,16.899,14.505,0.024,5.727,0.127,g
2460490.62654,2024-06-29.1212799,bE,1.44,16.872,14.525,0.025,5.621,0.130,g
2460490.62778,2024-06-29.1225215,bE,1.39,16.886,14.533,0.025,5.585,0.129,g
2460491.52629,2024-06-30.0210449,bE,1.49,16.791,14.579,0.028,5.351,0.142,g
2460491.52753,2024-06-30.0222812,bE,1.51,16.798,14.541,0.027,5.544,0.141,g
2460491.52877,2024-06-30.0235248,bE,1.54,16.868,14.508,0.025,5.711,0.132,g
2460491.59509,2024-06-30.0898406,bE,1.45,16.951,14.548,0.024,5.507,0.122,g
2460491.59633,2024-06-30.0910806,bE,1.48,16.952,14.531,0.023,5.588,0.123,g
2460491.59757,2024-06-30.0923281,bE,1.52,16.897,14.543,0.025,5.531,0.129,g
2460491.76738,2024-06-30.2621303,bA,1.98,16.817,14.501,0.026,5.746,0.137,g
2460491.76863,2024-06-30.2633803,bA,2.00,16.798,14.495,0.026,5.783,0.140,g
2460491.76988,2024-06-30.2646314,bA,2.01,16.810,14.470,0.025,5.913,0.138,g
2460492.52270,2024-07-01.0174649,bi,1.46,16.370,14.504,0.039,5.735,0.207,g
2460492.52393,2024-07-01.0186927,bi,1.52,16.427,14.617,0.041,5.165,0.196,g
2460492.52516,2024-07-01.0199215,bi,1.46,16.327,14.508,0.041,5.710,0.215,g
2460492.91906,2024-07-01.4138380,bA,2.11,16.901,14.502,0.024,5.747,0.128,g
2460492.92030,2024-07-01.4150784,bA,2.12,16.955,14.540,0.024,5.547,0.121,g
2460492.92154,2024-07-01.4163156,bA,2.12,16.967,14.552,0.024,5.482,0.120,g
2460493.46808,2024-07-01.9628736,bm,2.04,16.661,14.461,0.029,5.962,0.158,g
2460493.46932,2024-07-01.9641035,bm,2.02,16.538,14.468,0.032,5.930,0.177,g
2460493.47056,2024-07-01.9653479,bm,2.04,16.542,14.519,0.034,5.655,0.176,g
2460493.72776,2024-07-02.2225449,bE,1.46,16.844,14.540,0.026,5.547,0.134,g
2460493.72900,2024-07-02.2237827,bE,1.51,16.936,14.486,0.023,5.832,0.123,g
2460493.73023,2024-07-02.2250218,bE,1.53,16.896,14.537,0.025,5.564,0.128,g
2460493.93003,2024-07-02.4248204,bA,2.03,17.054,14.526,0.021,5.618,0.111,g
2460493.93127,2024-07-02.4260623,bA,2.00,17.030,14.481,0.021,5.856,0.113,g
2460493.93251,2024-07-02.4273040,bA,2.02,16.952,14.533,0.024,5.580,0.121,g
2460495.69528,2024-07-04.1901092,bE,1.54,16.813,14.534,0.027,5.576,0.138,g
2460495.69652,2024-07-04.1913508,bE,1.43,16.860,14.510,0.025,5.702,0.132,g
2460495.69776,2024-07-04.1925886,bE,1.43,16.817,14.516,0.026,5.667,0.137,g
2460496.55004,2024-07-05.0448883,bi,1.41,15.152,14.409,0.112,6.259,0.643,g
2460496.55126,2024-07-05.0461090,bi,1.38,15.551,13.515,0.035,14.259,0.459,g
2460496.55249,2024-07-05.0473356,bi,1.44,16.067,14.609,0.058,5.206,0.275,g
2460496.97786,2024-07-05.4727062,bA,2.12,16.939,14.514,0.023,5.681,0.123,g
2460496.97909,2024-07-05.4739410,bA,2.08,16.911,14.553,0.025,5.485,0.126,g
2460496.98033,2024-07-05.4751769,bA,2.12,16.941,14.523,0.024,5.636,0.123,g
2460497.91058,2024-07-06.4054603,bA,2.04,16.945,14.564,0.024,5.427,0.122,g
2460497.91183,2024-07-06.4067034,bA,2.04,16.921,14.515,0.024,5.673,0.125,g
2460497.91308,2024-07-06.4079567,bA,2.07,17.019,14.529,0.022,5.604,0.114,g
2460498.89958,2024-07-07.3944809,bA,2.04,17.036,14.565,0.022,5.418,0.112,g
2460498.90084,2024-07-07.3957333,bA,2.02,16.952,14.499,0.023,5.759,0.122,g
2460498.90207,2024-07-07.3969726,bA,2.02,16.921,14.530,0.024,5.599,0.125,g
2460499.84984,2024-07-08.3447581,bA,2.34,16.975,14.524,0.023,5.628,0.119,g
2460499.85108,2024-07-08.3459960,bA,2.22,16.974,14.560,0.024,5.444,0.119,g
2460499.85232,2024-07-08.3472462,bA,2.20,16.969,14.527,0.023,5.614,0.119,g
2460500.54726,2024-07-09.0422067,bE,1.50,16.800,14.546,0.027,5.518,0.139,g
2460500.70648,2024-07-09.2014377,bi,1.48,16.573,14.525,0.033,5.625,0.171,g
2460500.70771,2024-07-09.2026596,bi,1.44,16.507,14.429,0.032,6.140,0.182,g
2460500.70894,2024-07-09.2038945,bi,1.44,16.459,14.518,0.037,5.660,0.190,g
2460502.55500,2024-07-11.0500012,bi,1.53,16.423,14.557,0.039,5.464,0.197,g
2460502.55622,2024-07-11.0512187,bi,1.52,16.529,14.526,0.035,5.616,0.178,g
2460502.55743,2024-07-11.0524418,bi,1.52,16.432,14.572,0.039,5.385,0.195,g
2460503.48777,2024-07-11.9828067,bE,1.48,16.657,14.507,0.030,5.717,0.159,g
2460503.48900,2024-07-11.9840396,bE,1.50,16.665,14.500,0.030,5.752,0.158,g
2460503.49024,2024-07-11.9852822,bE,1.51,16.674,14.525,0.030,5.626,0.157,g
2460503.81287,2024-07-12.3079096,bq,1.50,16.858,14.594,0.027,5.279,0.132,g
2460503.81409,2024-07-12.3091269,bq,1.55,16.757,14.573,0.029,5.379,0.145,g
2460503.81531,2024-07-12.3103457,bq,1.59,16.808,14.498,0.026,5.766,0.139,g
2460504.59748,2024-07-13.0925505,bE,1.48,16.794,14.504,0.027,5.731,0.140,g
2460504.59872,2024-07-13.0937886,bE,1.43,16.883,14.535,0.025,5.575,0.129,g
2460504.59996,2024-07-13.0950266,bE,1.49,16.833,14.560,0.027,5.446,0.135,g
2460505.78053,2024-07-14.2756333,bA,2.10,16.599,14.567,0.034,5.411,0.167,g
2460505.78178,2024-07-14.2768844,bA,2.13,16.705,14.546,0.030,5.516,0.152,g
2460505.78303,2024-07-14.2781355,bA,2.12,16.657,14.553,0.032,5.480,0.159,g
2460507.50910,2024-07-16.0042731,bi,1.44,16.129,14.474,0.048,5.890,0.258,g
2460507.51035,2024-07-16.0055173,bi,1.48,16.091,14.593,0.055,5.280,0.267,g
2460507.51158,2024-07-16.0067545,bi,1.45,16.086,14.541,0.053,5.538,0.268,g
2460507.85240,2024-07-16.3475840,bA,2.32,16.565,14.530,0.034,5.599,0.173,g
2460507.85366,2024-07-16.3488378,bA,2.46,16.360,14.566,0.042,5.415,0.208,g
2460507.85489,2024-07-16.3500724,bA,2.18,16.518,14.571,0.036,5.390,0.180,g
2460508.83486,2024-07-17.3300732,bq,1.53,16.432,14.608,0.041,5.206,0.195,g
2460508.83610,2024-07-17.3313137,bq,1.50,16.493,14.582,0.038,5.337,0.184,g
2460508.83732,2024-07-17.3325402,bq,1.46,16.503,14.574,0.037,5.377,0.183,g
2460510.52384,2024-07-19.0191356,bi,1.48,15.800,14.623,0.074,5.137,0.348,g
2460510.52507,2024-07-19.0203630,bi,1.43,15.780,14.574,0.072,5.379,0.355,g
2460510.52630,2024-07-19.0215908,bi,1.52,15.816,14.468,0.063,5.925,0.343,g
2460510.54372,2024-07-19.0390123,bi,1.51,15.733,14.458,0.068,5.983,0.370,g
2460510.54495,2024-07-19.0402447,bi,1.62,15.755,14.539,0.071,5.552,0.363,g
2460510.54618,2024-07-19.0414709,bi,1.50,15.740,14.541,0.073,5.540,0.368,g